contrast	result_id	doc_name	pair_1	pair_2	pair_3	pair_4	interaction_term
Chow.Ford.good.bad	observed	compiled_articles12.txt	-0.0569	0.0378	-0.0217	-0.0025	-0.07550000000000001
Chow.Ford.good.bad	boot_1	compiled_articles12.txt	-0.0076	0.0994	0.0494	0.053	-0.10339999999999999
Chow.Ford.good.bad	boot_2	compiled_articles12.txt	-0.0645	-0.0394	0.0016	-0.1437	-0.1704
Chow.Ford.good.bad	boot_3	compiled_articles12.txt	-0.0433	-0.0697	-0.0528	-0.1248	-0.0456
Chow.Ford.good.bad	boot_4	compiled_articles12.txt	0.0	0.0	-0.0345	-0.0906	-0.0561
Chow.Ford.good.bad	boot_5	compiled_articles12.txt	-0.0762	0.1569	-0.0328	0.1163	-0.08400000000000003
Chow.Ford.good.bad	boot_6	compiled_articles12.txt	0.0276	0.0723	0.0276	0.0723	0.0
Chow.Ford.good.bad	boot_7	compiled_articles12.txt	-0.1015	-0.0032	-0.0181	-0.0318	-0.11200000000000002
Chow.Ford.good.bad	boot_8	compiled_articles12.txt	0.0	0.0	-0.0124	0.144	0.15639999999999998
Chow.Ford.good.bad	boot_9	compiled_articles12.txt	-0.0936	-0.0382	-0.0363	-0.0276	-0.046700000000000005
Chow.Ford.good.bad	boot_10	compiled_articles12.txt	-0.0645	-0.0846	0.0016	-0.0646	-0.046100000000000016
Chow.Ford.good.bad	boot_11	compiled_articles12.txt	-0.1092	0.0529	-0.0285	-0.0832	-0.21680000000000002
Chow.Ford.good.bad	boot_12	compiled_articles12.txt	-0.0045	0.058	-0.0277	0.0566	0.0218
Chow.Ford.good.bad	boot_13	compiled_articles12.txt	-0.0796	0.0586	-0.0365	0.066	-0.03569999999999998
Chow.Ford.good.bad	boot_14	compiled_articles12.txt	0.0	-0.0046	0.0	-0.0627	-0.058100000000000006
Chow.Ford.good.bad	boot_15	compiled_articles12.txt	-0.0931	-0.0606	-0.0124	-0.0031	-0.0232
Chow.Ford.good.bad	boot_16	compiled_articles12.txt	0.0	0.0	-0.0285	-0.1024	-0.07390000000000001
Chow.Ford.good.bad	boot_17	compiled_articles12.txt	0.0	-0.0939	0.0	0.0863	0.1802
Chow.Ford.good.bad	boot_18	compiled_articles12.txt	-0.1064	-0.0194	0.0	0.0	-0.087
Chow.Ford.good.bad	boot_19	compiled_articles12.txt	-0.0582	-0.1042	0.009	0.0054	0.0424
Chow.Ford.good.bad	boot_20	compiled_articles12.txt	-0.0762	0.0643	-0.0448	0.0136	-0.0821
Chow.Ford.good.bad	boot_21	compiled_articles12.txt	0.0671	-0.0634	0.0671	-0.0634	0.0
