contrast	result_id	doc_name	pair_1	pair_2	pair_3	pair_4	interaction_term
Obama.Romney.good.bad	observed	compiled_articles4.txt	0.2379	0.1657	0.2954	0.2305	0.007300000000000029
Obama.Romney.good.bad	boot_1	compiled_articles4.txt	0.1919	0.0383	0.279	0.0876	-0.03780000000000004
Obama.Romney.good.bad	boot_2	compiled_articles4.txt	0.1612	0.1254	0.2598	0.1937	-0.030299999999999966
Obama.Romney.good.bad	boot_3	compiled_articles4.txt	0.1194	0.0786	0.1394	0.13	0.03140000000000001
Obama.Romney.good.bad	boot_4	compiled_articles4.txt	0.1445	0.0824	0.1757	0.1333	0.019699999999999995
Obama.Romney.good.bad	boot_5	compiled_articles4.txt	0.1897	-0.0188	0.2528	0.191	0.1467
Obama.Romney.good.bad	boot_6	compiled_articles4.txt	0.1727	0.0972	0.2353	0.1308	-0.028999999999999998
Obama.Romney.good.bad	boot_7	compiled_articles4.txt	0.0734	0.1108	0.2291	0.2312	-0.03529999999999997
Obama.Romney.good.bad	boot_8	compiled_articles4.txt	0.2113	0.0702	0.1903	0.1472	0.098
Obama.Romney.good.bad	boot_9	compiled_articles4.txt	0.2166	0.0698	0.2738	0.0755	-0.051500000000000004
Obama.Romney.good.bad	boot_10	compiled_articles4.txt	0.2251	0.004	0.2472	0.0218	-0.004300000000000012
Obama.Romney.good.bad	boot_11	compiled_articles4.txt	0.2955	0.1571	0.2787	0.2023	0.062
Obama.Romney.good.bad	boot_12	compiled_articles4.txt	0.1046	0.0125	0.2192	0.1119	-0.015199999999999991
Obama.Romney.good.bad	boot_13	compiled_articles4.txt	0.2678	0.0577	0.3071	0.1331	0.03609999999999999
Obama.Romney.good.bad	boot_14	compiled_articles4.txt	0.1475	-0.0125	0.1924	0.0478	0.015400000000000018
Obama.Romney.good.bad	boot_15	compiled_articles4.txt	0.241	0.1046	0.3041	0.1356	-0.03209999999999999
Obama.Romney.good.bad	boot_16	compiled_articles4.txt	0.1146	0.1811	0.2261	0.2084	-0.08420000000000002
Obama.Romney.good.bad	boot_17	compiled_articles4.txt	0.2396	0.1624	0.286	0.2049	-0.003899999999999959
Obama.Romney.good.bad	boot_18	compiled_articles4.txt	0.1879	0.2191	0.1628	0.1121	-0.08189999999999997
Obama.Romney.good.bad	boot_19	compiled_articles4.txt	0.1245	0.0178	0.2047	0.1067	0.008700000000000013
Obama.Romney.good.bad	boot_20	compiled_articles4.txt	0.3533	0.115	0.4087	0.1782	0.007800000000000001
Obama.Romney.good.bad	boot_21	compiled_articles4.txt	0.138	0.1486	0.2831	0.169	-0.1247
Obama.Romney.good.bad	boot_22	compiled_articles4.txt	0.2858	0.0673	0.2982	0.2269	0.14719999999999997
Obama.Romney.good.bad	boot_23	compiled_articles4.txt	0.2667	0.0857	0.2654	0.2085	0.12409999999999996
Obama.Romney.good.bad	boot_24	compiled_articles4.txt	0.0981	0.1448	0.0942	0.2703	0.12939999999999996
Obama.Romney.good.bad	boot_25	compiled_articles4.txt	0.1984	0.0474	0.234	0.0265	-0.05650000000000002
